player,salary,adj_salary,year_start,year_end,date,inflation_rate_percent,multiplier,adj_salary_audit,audit_delta
Winston Bennett,525000.0,1041904.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,1039930.7117983783,-1973.2882016217336
Dwayne Schintzius,520000.0,1031981.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,1030026.6097812508,-1954.3902187491767
Sidney Moncrief,510000.0,1012136.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,1010218.405746996,-1917.5942530039465
Spud Webb,510000.0,1012136.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,1010218.405746996,-1917.5942530039465
Bill Hanzlik,510000.0,1012136.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,1010218.405746996,-1917.5942530039465
Les Jepsen,505000.0,1002213.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,1000314.3037298686,-1898.6962701313896
Jerome Lane,500000.0,992290.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,990410.2017127412,-1879.7982872588327
Tim Hardaway,500000.0,992290.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,990410.2017127412,-1879.7982872588327
Rod Higgins,500000.0,992290.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,990410.2017127412,-1879.7982872588327
Randy Wittman,500000.0,992290.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,990410.2017127412,-1879.7982872588327
Sam Mitchell,500000.0,992290.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,990410.2017127412,-1879.7982872588327
Dana Barros,500000.0,992290.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,990410.2017127412,-1879.7982872588327
Jayson Williams,500000.0,992290.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,990410.2017127412,-1879.7982872588327
Mark Alarie,500000.0,992290.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,990410.2017127412,-1879.7982872588327
Eric Leckner,485000.0,962521.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,960697.895661359,-1823.1043386410456
Greg Kite,480000.0,952598.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,950793.7936442315,-1804.2063557684887
Harvey Grant,475000.0,942675.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,940889.6916271042,-1785.3083728958154
Negele Knight,468000.0,928783.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,927023.9488031258,-1759.0511968742358
Brian Oliver,455000.0,902984.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,901273.2835585945,-1710.7164414054714
Will Perdue,450000.0,893061.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,891369.1815414671,-1691.8184585329145
Scott Hastings,450000.0,893061.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,891369.1815414671,-1691.8184585329145
Winston Garland,450000.0,893061.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,891369.1815414671,-1691.8184585329145
Jerry Reynolds,450000.0,893061.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,891369.1815414671,-1691.8184585329145
Otis Smith,450000.0,893061.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,891369.1815414671,-1691.8184585329145
Danny Young,450000.0,893061.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,891369.1815414671,-1691.8184585329145
Mark Acres,437000.0,867261.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,865618.5162969358,-1642.4837030641502
Dan Majerle,430000.0,853369.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,851752.7734729574,-1616.2265270425705
BJ Armstrong,425000.0,843446.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,841848.67145583,-1597.3285441700136
Kevin Edwards,425000.0,843446.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,841848.67145583,-1597.3285441700136
Quintin Dailey,425000.0,843446.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,841848.67145583,-1597.3285441700136
Ron Anderson,425000.0,843446.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,841848.67145583,-1597.3285441700136
Tate George,410000.0,813677.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,812136.3654044478,-1540.6345955522265
Jeff Turner,410000.0,813677.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,812136.3654044478,-1540.6345955522265
Scott Skiles,408000.0,809708.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,808174.7245975968,-1533.2754024032038
Tom Tolbert,405000.0,803755.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,802232.2633873203,-1522.7366126796696
Mark Bryant,405000.0,803755.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,802232.2633873203,-1522.7366126796696
Reggie Lewis,400000.0,793832.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,792328.161370193,-1503.8386298069963
Ken Bannister,400000.0,793832.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,792328.161370193,-1503.8386298069963
Billy Thompson,400000.0,793832.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,792328.161370193,-1503.8386298069963
Adrian Dantley,400000.0,793832.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,792328.161370193,-1503.8386298069963
Eddie Lee Wilkins,400000.0,793832.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,792328.161370193,-1503.8386298069963
Dave Hoppen,400000.0,793832.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,792328.161370193,-1503.8386298069963
Kenny Payne,400000.0,793832.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,792328.161370193,-1503.8386298069963
Rod Strickland,400000.0,793832.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,792328.161370193,-1503.8386298069963
Alaa Abdelnaby,395000.0,783909.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,782424.0593530656,-1484.9406469344394
John Paxson,385000.0,764063.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,762615.8553188107,-1447.1446811893256
Kevin Gamble,375000.0,744217.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,742807.6512845559,-1409.3487154440954
Byron Irvin,375000.0,744217.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,742807.6512845559,-1409.3487154440954
Anthony Cook,370000.0,734294.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,732903.5492674285,-1390.4507325715385
Lance Blanks,365000.0,724371.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,722999.447250301,-1371.5527496989816
Jack Haley,360000.0,714448.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,713095.3452331737,-1352.6547668263083
Brian Quinnett,360000.0,714448.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,713095.3452331737,-1352.6547668263083
Blue Edwards,360000.0,714448.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,713095.3452331737,-1352.6547668263083
Kenny Gattison,355000.0,704526.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,703191.2432160462,-1334.7567839537514
John Morton,350000.0,694603.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,693287.1411989188,-1315.8588010811945
Kenny Battle,350000.0,694603.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,693287.1411989188,-1315.8588010811945
Shawn Kemp,350000.0,694603.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,693287.1411989188,-1315.8588010811945
Joe Barry Carroll,350000.0,694603.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,693287.1411989188,-1315.8588010811945
Morlon Wiley,347000.0,688649.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,687344.6799886423,-1304.3200113576604
Tom Garrick,340000.0,674757.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,673478.937164664,-1278.0628353359643
Jon Sundvold,335000.0,664834.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,663574.8351475366,-1259.1648524634074
Bob Thornton,335000.0,664834.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,663574.8351475366,-1259.1648524634074
Micheal Williams,325000.0,644988.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,643766.6311132818,-1221.3688867181772
Mike Smrek,325000.0,644988.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,643766.6311132818,-1221.3688867181772
Sherman Douglas,325000.0,644988.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,643766.6311132818,-1221.3688867181772
Randolph Keys,322000.0,639034.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,637824.1699030054,-1209.830096994643
Derek Smith,315000.0,625142.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,623958.4270790269,-1183.5729209730634
David Wood,300000.0,595374.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,594246.1210276447,-1127.8789723552763
Greg Dreiling,300000.0,595374.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,594246.1210276447,-1127.8789723552763
Grant Long,300000.0,595374.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,594246.1210276447,-1127.8789723552763
Greg Grant,300000.0,595374.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,594246.1210276447,-1127.8789723552763
Dave Corzine,300000.0,595374.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,594246.1210276447,-1127.8789723552763
Scott Meents,300000.0,595374.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,594246.1210276447,-1127.8789723552763
Rory Sparrow,300000.0,595374.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,594246.1210276447,-1127.8789723552763
Steve Colter,300000.0,595374.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,594246.1210276447,-1127.8789723552763
Scott Brooks,295000.0,585451.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,584342.0190105173,-1108.9809894827195
Bimbo Coles,290000.0,575528.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,574437.9169933898,-1090.0830066101626
Adrian Caldwell,275000.0,545759.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,544725.6109420076,-1033.3890579923755
Dave Feitl,275000.0,545759.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,544725.6109420076,-1033.3890579923755
A.J. English,275000.0,545759.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,544725.6109420076,-1033.3890579923755
Greg Foster,275000.0,545759.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,544725.6109420076,-1033.3890579923755
Steve Alford,250000.0,496145.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,495205.1008563706,-939.8991436294164
Vernon Maxwell,250000.0,496145.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,495205.1008563706,-939.8991436294164
Terry Davis,250000.0,496145.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,495205.1008563706,-939.8991436294164
Cliff Robinson,250000.0,496145.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,495205.1008563706,-939.8991436294164
Doug West,230000.0,456453.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,455588.6927878609,-864.3072121390724
Jud Buechler,225000.0,446530.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,445684.59077073354,-845.4092292664573
Frank Kornet,225000.0,446530.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,445684.59077073354,-845.4092292664573
Walter Palmer,225000.0,446530.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,445684.59077073354,-845.4092292664573
Stojko Vrankovic,222000.0,440576.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,439742.1295604571,-833.8704395429231
Delaney Rudd,215000.0,426684.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,425876.3867364787,-807.6132635212853
Marcus Liberty,210000.0,416761.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,415972.2847193513,-788.7152806487284
Jeff Martin,210000.0,416761.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,415972.2847193513,-788.7152806487284
Gary Leonard,200000.0,396916.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,396164.0806850965,-751.9193149034982
Steve Scheffler,200000.0,396916.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,396164.0806850965,-751.9193149034982
Milos Babic,200000.0,396916.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,396164.0806850965,-751.9193149034982
Michael Ansley,200000.0,396916.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,396164.0806850965,-751.9193149034982
Kevin Pritchard,185000.0,367147.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,366451.77463371423,-695.2253662857693
Kenny Williams,175000.0,347301.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,346643.5705994594,-657.4294005405973
Cedric Ceballos,175000.0,347301.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,346643.5705994594,-657.4294005405973
Derrick Gervin,155000.0,307609.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,307027.16253094975,-581.8374690502533
Scott Williams,150000.0,297687.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,297123.06051382236,-563.9394861776382
John Shasky,150000.0,297687.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,297123.06051382236,-563.9394861776382
John Long,150000.0,297687.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,297123.06051382236,-563.9394861776382
Keith Askins,150000.0,297687.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,297123.06051382236,-563.9394861776382
Richard Coffey,150000.0,297687.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,297123.06051382236,-563.9394861776382
Sean Higgins,150000.0,297687.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,297123.06051382236,-563.9394861776382
Tony Massenburg,150000.0,297687.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,297123.06051382236,-563.9394861776382
Alan Ogg,130000.0,257995.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,257506.6524453127,-488.3475546872942
Ian Lockhart,130000.0,257995.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,257506.6524453127,-488.3475546872942
Duane Ferrell,125000.0,248072.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,247602.5504281853,-469.4495718147082
Gerald Henderson,125000.0,248072.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,247602.5504281853,-469.4495718147082
Rick Calloway,125000.0,248072.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,247602.5504281853,-469.4495718147082
Kurk Lee,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Gerald Paddio,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Matt Bullard,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Kennard Winchester,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Tony Smith,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Irving Thomas,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Steve Henson,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
John Starks,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Rickey Green,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Andy Toolson,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Haywoode Workman,120000.0,238149.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,237698.44841105788,-450.5515889421222
Jim Grandholm,115000.0,228226.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,227794.34639393046,-431.6536060695362
Andre Turner,110000.0,218303.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,217890.24437680305,-412.7556231969502
Darnell Valentine,100000.0,198458.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,198082.04034254825,-375.9596574517491
Paul Mokeski,100000.0,198458.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,198082.04034254825,-375.9596574517491
Dave Popson,80000.0,158766.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,158465.6322740386,-300.3677259614051
Scott Haffner,75000.0,148843.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,148561.53025691118,-281.4697430888191
Henry James,75000.0,148843.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,148561.53025691118,-281.4697430888191
Mario Elie,50000.0,99229.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,99041.02017127413,-187.97982872587454
Avery Johnson,50000.0,99229.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,99041.02017127413,-187.97982872587454
Alan Bannister,50000.0,99229.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,99041.02017127413,-187.97982872587454
Tony Brown,50000.0,99229.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,99041.02017127413,-187.97982872587454
A.J. Wynder,30000.0,59537.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,59424.61210276447,-112.38789723553055
Kelvin Upshaw,30000.0,59537.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,59424.61210276447,-112.38789723553055
Anthony Frederick,30000.0,59537.0,1990,1991,1990-12-31,1.05398,1.9808204034254824,59424.61210276447,-112.38789723553055
Larry Bird,7070000.0,13401652.0,1991,1992,1991-12-31,1.04235,1.900340963616331,13435410.612767462,33758.61276746169
Hot Rod Williams,3786000.0,7176613.0,1991,1992,1991-12-31,1.04235,1.900340963616331,7194690.888251429,18077.888251429424
Kevin McHale,3500000.0,6634481.0,1991,1992,1991-12-31,1.04235,1.900340963616331,6651193.372657158,16712.372657158412
Reggie Lewis,3340000.0,6331191.0,1991,1992,1991-12-31,1.04235,1.900340963616331,6347138.818478546,15947.818478546105
Michael Jordan,3250000.0,6160590.0,1991,1992,1991-12-31,1.04235,1.900340963616331,6176108.131753076,15518.131753075868
Reggie Miller,3211000.0,6086662.0,1991,1992,1991-12-31,1.04235,1.900340963616331,6101994.834172039,15332.834172039293
Charles Barkley,3200000.0,6065811.0,1991,1992,1991-12-31,1.04235,1.900340963616331,6081091.083572259,15280.083572259173
Hakeem Olajuwon,3170000.0,6008944.0,1991,1992,1991-12-31,1.04235,1.900340963616331,6024080.85466377,15136.854663769715
Patrick Ewing,3139000.0,5950182.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5965170.284791663,14988.284791663289
Dominique Wilkins,3100000.0,5876255.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5891056.987210627,14801.987210626714
Robert Parish,3000000.0,5686698.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5701022.890848993,14324.890848993324
Isiah Thomas,2960000.0,5610875.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5625009.25230434,14134.252304339781
Benoit Benjamin,2875000.0,5449752.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5463480.270396952,13728.270396951586
Chris Mullin,2844000.0,5390990.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5404569.700524845,13579.70052484516
Danny Ferry,2843000.0,5389094.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5402669.359561229,13575.359561229125
Scottie Pippen,2770000.0,5250718.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5263944.469217237,13226.469217237085
Ralph Sampson,2685000.0,5089595.0,1991,1992,1991-12-31,1.04235,1.900340963616331,5102415.487309849,12820.48730984889
Karl Malone,2556000.0,4845067.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4857271.503003342,12204.503003342077
Bernard King,2525000.0,4786304.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4798360.933131236,12056.933131235652
Sam Perkins,2507000.0,4752184.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4764154.795786142,11970.79578614235
Magic Johnson,2500000.0,4738915.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4750852.409040827,11937.409040827304
Wayman Tisdale,2333000.0,4422355.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4433495.468116901,11140.468116900884
Derrick Coleman,2300000.0,4359802.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4370784.216317561,10982.216317561455
Danny Manning,2300000.0,4359802.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4370784.216317561,10982.216317561455
Pervis Ellison,2300000.0,4359802.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4370784.216317561,10982.216317561455
Tom Chambers,2275000.0,4312413.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4323275.692227153,10862.692227153108
Steve Smith,2250000.0,4265023.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4275767.168136745,10744.16813674476
Brad Daugherty,2245000.0,4255546.0,1991,1992,1991-12-31,1.04235,1.900340963616331,4266265.463318664,10719.46331866365
